region	chr	midPos	Nsites
(4,75)(1099,5977)(1000,6000)	AgamP4_2L	3500	73	0.013743
(20,84)(2001,6890)(2000,7000)	AgamP4_2L	4500	66	0.015215
(40,91)(3089,7996)(3000,8000)	AgamP4_2L	5500	53	0.016915
(53,106)(4092,8999)(4000,9000)	AgamP4_2L	6500	55	0.011955
(70,119)(5519,9874)(5000,10000)	AgamP4_2L	7500	51	0.013068
(76,127)(6233,10674)(6000,11000)	AgamP4_2L	8500	53	0.014896
(85,127)(7741,10674)(7000,12000)	AgamP4_2L	9500	44	0.013773
(92,127)(8125,10674)(8000,13000)	AgamP4_2L	10500	37	0.012275
(107,143)(9011,13997)(9000,14000)	AgamP4_2L	11500	38	0.012065
(120,147)(10011,14976)(10000,15000)	AgamP4_2L	12500	29	0.015857
(128,161)(13217,15973)(11000,16000)	AgamP4_2L	13500	35	0.015592
(128,171)(13217,16992)(12000,17000)	AgamP4_2L	14500	45	0.023431
(128,180)(13217,17897)(13000,18000)	AgamP4_2L	15500	54	0.023585
(144,195)(14614,18905)(14000,19000)	AgamP4_2L	16500	53	0.027889
(148,200)(15101,19383)(15000,20000)	AgamP4_2L	17500	54	0.027040
(162,200)(16042,19383)(16000,21000)	AgamP4_2L	18500	40	0.030683
(172,200)(17207,19383)(17000,22000)	AgamP4_2L	19500	30	0.021691
(181,200)(18148,19383)(18000,23000)	AgamP4_2L	20500	21	0.020095
(196,200)(19036,19383)(19000,24000)	AgamP4_2L	21500	6	0.016920
(201,212)(24386,24876)(20000,25000)	AgamP4_2L	22500	13	0.026139
(201,220)(24386,25930)(21000,26000)	AgamP4_2L	23500	21	0.018635
(201,231)(24386,26893)(22000,27000)	AgamP4_2L	24500	32	0.015725
(201,234)(24386,27407)(23000,28000)	AgamP4_2L	25500	35	0.014029
(201,234)(24386,27407)(24000,29000)	AgamP4_2L	26500	35	0.014029
(213,234)(25105,27407)(25000,30000)	AgamP4_2L	27500	23	0.008486
(221,235)(26010,30469)(26000,31000)	AgamP4_2L	28500	16	0.014586
(232,237)(27093,31591)(27000,32000)	AgamP4_2L	29500	7	0.019740
(235,237)(30469,31591)(28000,33000)	AgamP4_2L	30500	4	0.038816
(235,237)(30469,31591)(29000,34000)	AgamP4_2L	31500	4	0.038816
(235,237)(30469,31591)(30000,35000)	AgamP4_2L	32500	4	0.038816
(236,243)(31362,35853)(31000,36000)	AgamP4_2L	33500	9	0.032519
(238,247)(35382,36641)(32000,37000)	AgamP4_2L	34500	11	0.021416
(238,247)(35382,36641)(33000,38000)	AgamP4_2L	35500	11	0.021416
(238,247)(35382,36641)(34000,39000)	AgamP4_2L	36500	11	0.021416
(238,247)(35382,36641)(35000,40000)	AgamP4_2L	37500	11	0.021416
(244,247)(36168,36641)(36000,41000)	AgamP4_2L	38500	5	-0.003781
(248,248)(42410,42410)(38000,43000)	AgamP4_2L	40500	2	-0.004171
(248,266)(42410,43906)(39000,44000)	AgamP4_2L	41500	20	0.028754
(248,269)(42410,44906)(40000,45000)	AgamP4_2L	42500	23	0.027387
(248,294)(42410,45977)(41000,46000)	AgamP4_2L	43500	48	0.017656
(248,295)(42410,46038)(42000,47000)	AgamP4_2L	44500	49	0.017140
(249,295)(43029,46038)(43000,48000)	AgamP4_2L	45500	48	0.017330
(267,301)(44006,48835)(44000,49000)	AgamP4_2L	46500	36	0.009847
(270,316)(45034,49975)(45000,50000)	AgamP4_2L	47500	48	0.011165
(295,329)(46038,50989)(46000,51000)	AgamP4_2L	48500	36	0.009214
(296,339)(48457,51941)(47000,52000)	AgamP4_2L	49500	45	0.008813
(296,353)(48457,52998)(48000,53000)	AgamP4_2L	50500	59	0.017614
(302,367)(49102,53971)(49000,54000)	AgamP4_2L	51500	67	0.015291
(317,379)(50001,54947)(50000,55000)	AgamP4_2L	52500	64	0.015191
(330,387)(51165,55899)(51000,56000)	AgamP4_2L	53500	59	0.016988
(340,398)(52162,56912)(52000,57000)	AgamP4_2L	54500	60	0.019350
(354,424)(53071,57951)(53000,58000)	AgamP4_2L	55500	72	0.009615
(368,436)(54061,58956)(54000,59000)	AgamP4_2L	56500	70	0.012945
(380,443)(55076,59826)(55000,60000)	AgamP4_2L	57500	65	0.012029
(388,457)(56020,60979)(56000,61000)	AgamP4_2L	58500	71	0.013325
(399,468)(57098,61855)(57000,62000)	AgamP4_2L	59500	71	0.010985
(425,478)(58107,62999)(58000,63000)	AgamP4_2L	60500	55	0.015107
(437,482)(59037,63892)(59000,64000)	AgamP4_2L	61500	47	0.019273
(444,490)(60112,64871)(60000,65000)	AgamP4_2L	62500	48	0.023926
(458,502)(61235,65840)(61000,66000)	AgamP4_2L	63500	46	0.022658
(469,508)(62031,66964)(62000,67000)	AgamP4_2L	64500	41	0.028742
(479,522)(63714,67971)(63000,68000)	AgamP4_2L	65500	45	0.028236
(483,531)(64044,68880)(64000,69000)	AgamP4_2L	66500	50	0.020549
(491,548)(65170,69968)(65000,70000)	AgamP4_2L	67500	59	0.013677
(503,570)(66076,70880)(66000,71000)	AgamP4_2L	68500	69	0.013485
(509,585)(67000,71944)(67000,72000)	AgamP4_2L	69500	78	0.014836
(523,600)(68007,72967)(68000,73000)	AgamP4_2L	70500	79	0.012154
(532,610)(69075,73938)(69000,74000)	AgamP4_2L	71500	80	0.012297
(549,624)(70090,74992)(70000,75000)	AgamP4_2L	72500	77	0.014132
(571,636)(71035,75999)(71000,76000)	AgamP4_2L	73500	67	0.017291
(586,649)(72057,76904)(72000,77000)	AgamP4_2L	74500	65	0.013740
(601,671)(73013,77985)(73000,78000)	AgamP4_2L	75500	72	0.013240
(611,693)(74089,78969)(74000,79000)	AgamP4_2L	76500	84	0.011159
(625,698)(75044,79235)(75000,80000)	AgamP4_2L	77500	75	0.009816
(637,698)(76028,79235)(76000,81000)	AgamP4_2L	78500	63	0.006944
(650,725)(77249,81995)(77000,82000)	AgamP4_2L	79500	77	0.003690
(672,752)(78043,82997)(78000,83000)	AgamP4_2L	80500	82	0.002014
(694,786)(79120,83975)(79000,84000)	AgamP4_2L	81500	94	0.000563
(699,804)(81076,84931)(80000,85000)	AgamP4_2L	82500	107	0.000212
(699,826)(81076,85980)(81000,86000)	AgamP4_2L	83500	129	0.000083
(726,852)(82002,86983)(82000,87000)	AgamP4_2L	84500	128	0.000741
(753,880)(83041,87929)(83000,88000)	AgamP4_2L	85500	129	0.001085
(787,898)(84034,88911)(84000,89000)	AgamP4_2L	86500	113	0.001069
(805,913)(85018,89654)(85000,90000)	AgamP4_2L	87500	110	0.002567
(827,913)(86078,89654)(86000,91000)	AgamP4_2L	88500	88	0.003367
(853,913)(87002,89654)(87000,92000)	AgamP4_2L	89500	62	0.003554
(881,913)(88076,89654)(88000,93000)	AgamP4_2L	90500	34	0.003383
(899,913)(89006,89654)(89000,94000)	AgamP4_2L	91500	16	0.008781
(914,915)(95514,95732)(91000,96000)	AgamP4_2L	93500	3	0.121477
(914,925)(95514,96624)(92000,97000)	AgamP4_2L	94500	13	0.034336
(914,952)(95514,97995)(93000,98000)	AgamP4_2L	95500	40	0.022773
(914,978)(95514,98976)(94000,99000)	AgamP4_2L	96500	66	0.013637
(914,991)(95514,99822)(95000,100000)	AgamP4_2L	97500	79	0.013815
(916,1002)(96035,100881)(96000,101000)	AgamP4_2L	98500	88	0.011393
(926,1011)(97212,101918)(97000,102000)	AgamP4_2L	99500	87	0.010596
(953,1011)(98016,101918)(98000,103000)	AgamP4_2L	100500	60	0.007931
(979,1027)(99059,103891)(99000,104000)	AgamP4_2L	101500	50	0.010710
(992,1030)(100056,104100)(100000,105000)	AgamP4_2L	102500	40	0.009080
(1003,1030)(101012,104100)(101000,106000)	AgamP4_2L	103500	29	0.006424
(1012,1046)(103139,106994)(102000,107000)	AgamP4_2L	104500	36	0.007482
(1012,1061)(103139,107895)(103000,108000)	AgamP4_2L	105500	51	0.006283
(1028,1077)(104016,108864)(104000,109000)	AgamP4_2L	106500	51	0.007767
(1031,1098)(106160,109979)(105000,110000)	AgamP4_2L	107500	69	0.008558
(1031,1106)(106160,110789)(106000,111000)	AgamP4_2L	108500	77	0.011070
(1047,1107)(107011,111893)(107000,112000)	AgamP4_2L	109500	62	0.012023
(1062,1109)(108216,112285)(108000,113000)	AgamP4_2L	110500	49	0.015779
(1078,1110)(109052,113539)(109000,114000)	AgamP4_2L	111500	34	0.018575
(1099,1110)(110023,113539)(110000,115000)	AgamP4_2L	112500	13	0.033735
(1107,1110)(111893,113539)(111000,116000)	AgamP4_2L	113500	5	0.034080
(1108,1111)(112058,116914)(112000,117000)	AgamP4_2L	114500	5	0.027347
(1110,1115)(113539,117953)(113000,118000)	AgamP4_2L	115500	7	0.034333
(1111,1120)(116914,118950)(114000,119000)	AgamP4_2L	116500	11	0.030627
(1111,1126)(116914,119943)(115000,120000)	AgamP4_2L	117500	17	0.022478
(1111,1141)(116914,120997)(116000,121000)	AgamP4_2L	118500	32	0.026435
(1112,1145)(117341,121734)(117000,122000)	AgamP4_2L	119500	35	0.026120
(1116,1145)(118343,121734)(118000,123000)	AgamP4_2L	120500	31	0.024091
(1121,1145)(119061,121734)(119000,124000)	AgamP4_2L	121500	26	0.024577
(1127,1145)(120000,121734)(120000,125000)	AgamP4_2L	122500	20	0.029332
(1142,1157)(121005,125933)(121000,126000)	AgamP4_2L	123500	17	0.012064
(1146,1184)(125564,126979)(122000,127000)	AgamP4_2L	124500	40	0.009557
(1146,1206)(125564,127939)(123000,128000)	AgamP4_2L	125500	62	0.011631
(1146,1219)(125564,128712)(124000,129000)	AgamP4_2L	126500	75	0.015642
(1146,1219)(125564,128712)(125000,130000)	AgamP4_2L	127500	75	0.015642
(1158,1219)(126003,128712)(126000,131000)	AgamP4_2L	128500	63	0.017440
(1185,1219)(127005,128712)(127000,132000)	AgamP4_2L	129500	36	0.024102
(1207,1219)(128010,128712)(128000,133000)	AgamP4_2L	130500	14	0.041007
(1220,1229)(134266,134892)(130000,135000)	AgamP4_2L	132500	11	0.004962
(1220,1251)(134266,135966)(131000,136000)	AgamP4_2L	133500	33	0.002123
