region	chr	midPos	Nsites
(3,7)(9233,9502)(5000,10000)	AgamP4_3L	7500	6	0.008723
(3,11)(9233,10610)(6000,11000)	AgamP4_3L	8500	10	0.021010
(3,11)(9233,10610)(7000,12000)	AgamP4_3L	9500	10	0.021010
(3,11)(9233,10610)(8000,13000)	AgamP4_3L	10500	10	0.021010
(3,11)(9233,10610)(9000,14000)	AgamP4_3L	11500	10	0.021010
(8,11)(10214,10610)(10000,15000)	AgamP4_3L	12500	5	0.033237
(12,15)(18326,18990)(14000,19000)	AgamP4_3L	16500	5	0.007416
(12,20)(18326,19636)(15000,20000)	AgamP4_3L	17500	10	0.002022
(12,26)(18326,20788)(16000,21000)	AgamP4_3L	18500	16	0.004403
(12,45)(18326,21965)(17000,22000)	AgamP4_3L	19500	35	0.002605
(12,50)(18326,22870)(18000,23000)	AgamP4_3L	20500	40	0.004061
(16,50)(19085,22870)(19000,24000)	AgamP4_3L	21500	36	0.003791
(21,50)(20399,22870)(20000,25000)	AgamP4_3L	22500	31	0.004479
(27,50)(21049,22870)(21000,26000)	AgamP4_3L	23500	25	0.003926
(46,64)(22149,26627)(22000,27000)	AgamP4_3L	24500	20	0.009851
(51,69)(26071,27555)(23000,28000)	AgamP4_3L	25500	20	0.008232
(51,70)(26071,28402)(24000,29000)	AgamP4_3L	26500	21	0.007856
(51,71)(26071,29771)(25000,30000)	AgamP4_3L	27500	22	0.007255
(51,71)(26071,29771)(26000,31000)	AgamP4_3L	28500	22	0.007255
(65,71)(27211,29771)(27000,32000)	AgamP4_3L	29500	8	0.004956
(70,71)(28402,29771)(28000,33000)	AgamP4_3L	30500	3	-0.002210
(71,71)(29771,29771)(29000,34000)	AgamP4_3L	31500	2	-0.001234
(72,72)(34686,34686)(30000,35000)	AgamP4_3L	32500	2	-0.000580
(72,82)(34686,35993)(31000,36000)	AgamP4_3L	33500	12	0.003963
(72,88)(34686,36705)(32000,37000)	AgamP4_3L	34500	18	0.004452
(72,96)(34686,37525)(33000,38000)	AgamP4_3L	35500	26	0.003280
(72,96)(34686,37525)(34000,39000)	AgamP4_3L	36500	26	0.003280
(73,96)(35177,37525)(35000,40000)	AgamP4_3L	37500	25	0.003397
(83,96)(36069,37525)(36000,41000)	AgamP4_3L	38500	15	0.002741
(89,96)(37040,37525)(37000,42000)	AgamP4_3L	39500	9	0.000895
(97,103)(58111,58958)(54000,59000)	AgamP4_3L	56500	8	0.011407
(97,107)(58111,59906)(55000,60000)	AgamP4_3L	57500	12	0.008061
(97,109)(58111,60981)(56000,61000)	AgamP4_3L	58500	14	0.009925
(97,110)(58111,61587)(57000,62000)	AgamP4_3L	59500	15	0.009056
(97,111)(58111,62490)(58000,63000)	AgamP4_3L	60500	16	0.008500
