region	chr	midPos	Nsites
(5,78)(1206,5977)(1000,6000)	AgamP4_2L	3500	75	0.052364
(22,89)(2001,6890)(2000,7000)	AgamP4_2L	4500	69	0.053517
(41,96)(3089,7996)(3000,8000)	AgamP4_2L	5500	57	0.048766
(52,107)(4175,8999)(4000,9000)	AgamP4_2L	6500	57	0.041241
(72,125)(5519,9880)(5000,10000)	AgamP4_2L	7500	55	0.035198
(79,136)(6233,10674)(6000,11000)	AgamP4_2L	8500	59	0.033656
(90,136)(7741,10674)(7000,12000)	AgamP4_2L	9500	48	0.027621
(97,136)(8125,10674)(8000,13000)	AgamP4_2L	10500	41	0.026194
(108,152)(9011,13970)(9000,14000)	AgamP4_2L	11500	46	0.029467
(126,154)(10011,14976)(10000,15000)	AgamP4_2L	12500	30	0.033445
(137,168)(13217,15973)(11000,16000)	AgamP4_2L	13500	33	0.031102
(137,178)(13217,16992)(12000,17000)	AgamP4_2L	14500	43	0.030848
(137,188)(13217,17897)(13000,18000)	AgamP4_2L	15500	53	0.030794
(153,201)(14847,18905)(14000,19000)	AgamP4_2L	16500	50	0.026331
(155,203)(15101,19383)(15000,20000)	AgamP4_2L	17500	50	0.026462
(169,203)(16042,19383)(16000,21000)	AgamP4_2L	18500	36	0.025429
(179,203)(17207,19383)(17000,22000)	AgamP4_2L	19500	26	0.023714
(189,203)(18148,19383)(18000,23000)	AgamP4_2L	20500	16	0.018249
(202,203)(19218,19383)(19000,24000)	AgamP4_2L	21500	3	0.026395
(204,213)(24386,24871)(20000,25000)	AgamP4_2L	22500	11	0.010137
(204,223)(24386,25930)(21000,26000)	AgamP4_2L	23500	21	0.034686
(204,232)(24386,26893)(22000,27000)	AgamP4_2L	24500	30	0.037897
(204,235)(24386,27407)(23000,28000)	AgamP4_2L	25500	33	0.034700
(204,235)(24386,27407)(24000,29000)	AgamP4_2L	26500	33	0.034700
(214,235)(25105,27407)(25000,30000)	AgamP4_2L	27500	23	0.044514
(224,236)(26137,30899)(26000,31000)	AgamP4_2L	28500	14	0.033519
(233,241)(27093,31591)(27000,32000)	AgamP4_2L	29500	10	0.019421
(236,241)(30899,31591)(28000,33000)	AgamP4_2L	30500	7	0.030833
(236,241)(30899,31591)(29000,34000)	AgamP4_2L	31500	7	0.030833
(236,241)(30899,31591)(30000,35000)	AgamP4_2L	32500	7	0.030833
(237,249)(31133,35853)(31000,36000)	AgamP4_2L	33500	14	0.032165
(242,253)(35382,36641)(32000,37000)	AgamP4_2L	34500	13	0.043647
(242,253)(35382,36641)(33000,38000)	AgamP4_2L	35500	13	0.043647
(242,253)(35382,36641)(34000,39000)	AgamP4_2L	36500	13	0.043647
(242,253)(35382,36641)(35000,40000)	AgamP4_2L	37500	13	0.043647
(250,253)(36168,36641)(36000,41000)	AgamP4_2L	38500	5	0.062300
(254,259)(42383,42614)(38000,43000)	AgamP4_2L	40500	7	-0.000753
(254,280)(42383,43977)(39000,44000)	AgamP4_2L	41500	28	0.020213
(254,286)(42383,44938)(40000,45000)	AgamP4_2L	42500	34	0.020947
(254,315)(42383,45977)(41000,46000)	AgamP4_2L	43500	63	0.023715
(254,316)(42383,46038)(42000,47000)	AgamP4_2L	44500	64	0.023627
(260,316)(43029,46038)(43000,48000)	AgamP4_2L	45500	58	0.024928
(281,325)(44006,48963)(44000,49000)	AgamP4_2L	46500	46	0.025785
(287,342)(45034,49975)(45000,50000)	AgamP4_2L	47500	57	0.019200
(316,356)(46038,50989)(46000,51000)	AgamP4_2L	48500	42	0.014059
(317,365)(48391,51941)(47000,52000)	AgamP4_2L	49500	50	0.020576
(317,380)(48391,52998)(48000,53000)	AgamP4_2L	50500	65	0.023296
(326,397)(49102,53971)(49000,54000)	AgamP4_2L	51500	73	0.029517
(343,414)(50001,54988)(50000,55000)	AgamP4_2L	52500	73	0.031480
(357,425)(51165,55899)(51000,56000)	AgamP4_2L	53500	70	0.031521
(366,437)(52162,56912)(52000,57000)	AgamP4_2L	54500	73	0.029290
(381,459)(53071,57875)(53000,58000)	AgamP4_2L	55500	80	0.023767
(398,473)(54061,58956)(54000,59000)	AgamP4_2L	56500	77	0.022883
(415,483)(55076,59908)(55000,60000)	AgamP4_2L	57500	70	0.026520
(426,497)(56224,60841)(56000,61000)	AgamP4_2L	58500	73	0.032952
(438,509)(57173,61724)(57000,62000)	AgamP4_2L	59500	73	0.038385
(460,521)(58031,62999)(58000,63000)	AgamP4_2L	60500	63	0.043845
(474,525)(59037,63892)(59000,64000)	AgamP4_2L	61500	53	0.040833
(484,533)(60112,64871)(60000,65000)	AgamP4_2L	62500	51	0.036972
(498,543)(61018,65840)(61000,66000)	AgamP4_2L	63500	47	0.028585
(510,549)(62031,66964)(62000,67000)	AgamP4_2L	64500	41	0.016264
(522,568)(63714,67971)(63000,68000)	AgamP4_2L	65500	48	0.014240
(526,581)(64044,68844)(64000,69000)	AgamP4_2L	66500	57	0.017767
(534,601)(65182,69968)(65000,70000)	AgamP4_2L	67500	69	0.016166
(544,623)(66173,70890)(66000,71000)	AgamP4_2L	68500	81	0.013582
(550,642)(67000,71944)(67000,72000)	AgamP4_2L	69500	94	0.016936
(569,657)(68007,72967)(68000,73000)	AgamP4_2L	70500	90	0.025388
(582,667)(69036,73938)(69000,74000)	AgamP4_2L	71500	87	0.027225
(602,682)(70149,74992)(70000,75000)	AgamP4_2L	72500	82	0.031473
(624,696)(71035,75999)(71000,76000)	AgamP4_2L	73500	74	0.037001
(643,705)(72057,76904)(72000,77000)	AgamP4_2L	74500	64	0.038632
(658,727)(73013,77985)(73000,78000)	AgamP4_2L	75500	71	0.030137
(668,751)(74289,78969)(74000,79000)	AgamP4_2L	76500	85	0.023236
