region	chr	midPos	Nsites
(1,2)(1489,1821)(1000,6000)	AgamP4_3L	3500	3	-0.002417
(3,12)(9057,9691)(5000,10000)	AgamP4_3L	7500	11	0.015450
(3,21)(9057,10825)(6000,11000)	AgamP4_3L	8500	20	0.014385
(3,30)(9057,11952)(7000,12000)	AgamP4_3L	9500	29	0.018802
(3,30)(9057,11952)(8000,13000)	AgamP4_3L	10500	29	0.018802
(3,30)(9057,11952)(9000,14000)	AgamP4_3L	11500	29	0.018802
(13,30)(10026,11952)(10000,15000)	AgamP4_3L	12500	19	0.021334
(22,30)(11008,11952)(11000,16000)	AgamP4_3L	13500	10	0.033767
(31,35)(18386,18886)(14000,19000)	AgamP4_3L	16500	6	0.048003
(31,39)(18386,19487)(15000,20000)	AgamP4_3L	17500	10	0.047226
(31,52)(18386,20980)(16000,21000)	AgamP4_3L	18500	23	0.029984
(31,82)(18386,21965)(17000,22000)	AgamP4_3L	19500	53	0.016812
(31,96)(18386,22924)(18000,23000)	AgamP4_3L	20500	67	0.020358
(36,96)(19259,22924)(19000,24000)	AgamP4_3L	21500	62	0.018022
(40,96)(20077,22924)(20000,25000)	AgamP4_3L	22500	58	0.015833
(53,96)(21064,22924)(21000,26000)	AgamP4_3L	23500	45	0.015764
(83,114)(22028,26627)(22000,27000)	AgamP4_3L	24500	33	0.023125
(97,127)(26071,27756)(23000,28000)	AgamP4_3L	25500	32	0.016357
(97,129)(26071,28389)(24000,29000)	AgamP4_3L	26500	34	0.015946
(97,133)(26071,29718)(25000,30000)	AgamP4_3L	27500	38	0.017943
(97,133)(26071,29718)(26000,31000)	AgamP4_3L	28500	38	0.017943
(115,133)(27205,29718)(27000,32000)	AgamP4_3L	29500	20	0.022603
(128,133)(28278,29718)(28000,33000)	AgamP4_3L	30500	7	0.025102
(130,133)(29372,29718)(29000,34000)	AgamP4_3L	31500	5	0.029181
(134,145)(35174,35993)(31000,36000)	AgamP4_3L	33500	13	0.009379
(134,160)(35174,36960)(32000,37000)	AgamP4_3L	34500	28	0.015403
(134,168)(35174,37690)(33000,38000)	AgamP4_3L	35500	36	0.015704
(134,168)(35174,37690)(34000,39000)	AgamP4_3L	36500	36	0.015704
(134,168)(35174,37690)(35000,40000)	AgamP4_3L	37500	36	0.015704
(146,168)(36000,37690)(36000,41000)	AgamP4_3L	38500	24	0.018835
(161,168)(37011,37690)(37000,42000)	AgamP4_3L	39500	9	0.016527
(169,175)(58203,58744)(54000,59000)	AgamP4_3L	56500	8	-0.000176
(169,181)(58203,59977)(55000,60000)	AgamP4_3L	57500	14	0.006918
(169,187)(58203,60944)(56000,61000)	AgamP4_3L	58500	20	0.013103
