region	chr	midPos	Nsites
(3,3)(1380,1380)(1000,6000)	AgamP4_3L	3500	2	0.000811
(4,10)(9296,9986)(5000,10000)	AgamP4_3L	7500	8	0.009377
(4,15)(9296,10706)(6000,11000)	AgamP4_3L	8500	13	0.004189
(4,17)(9296,11561)(7000,12000)	AgamP4_3L	9500	15	0.004396
(4,17)(9296,11561)(8000,13000)	AgamP4_3L	10500	15	0.004396
(4,17)(9296,11561)(9000,14000)	AgamP4_3L	11500	15	0.004396
(11,17)(10048,11561)(10000,15000)	AgamP4_3L	12500	8	-0.000456
(16,17)(11215,11561)(11000,16000)	AgamP4_3L	13500	3	0.006495
(18,23)(18326,18990)(14000,19000)	AgamP4_3L	16500	7	0.016604
(18,28)(18326,19753)(15000,20000)	AgamP4_3L	17500	12	0.021108
(18,35)(18326,20788)(16000,21000)	AgamP4_3L	18500	19	0.017114
(18,59)(18326,21967)(17000,22000)	AgamP4_3L	19500	43	0.012512
(18,67)(18326,22870)(18000,23000)	AgamP4_3L	20500	51	0.011012
(24,67)(19085,22870)(19000,24000)	AgamP4_3L	21500	45	0.010535
(29,67)(20021,22870)(20000,25000)	AgamP4_3L	22500	40	0.009156
(36,67)(21049,22870)(21000,26000)	AgamP4_3L	23500	33	0.008788
(60,82)(22149,26890)(22000,27000)	AgamP4_3L	24500	24	0.005858
(68,87)(26071,27555)(23000,28000)	AgamP4_3L	25500	21	0.007502
(68,91)(26071,28481)(24000,29000)	AgamP4_3L	26500	25	0.007080
(68,93)(26071,29775)(25000,30000)	AgamP4_3L	27500	27	0.007298
(68,93)(26071,29775)(26000,31000)	AgamP4_3L	28500	27	0.007298
(83,93)(27205,29775)(27000,32000)	AgamP4_3L	29500	12	0.006160
(88,93)(28278,29775)(28000,33000)	AgamP4_3L	30500	7	0.006330
(92,93)(29771,29775)(29000,34000)	AgamP4_3L	31500	3	0.010019
(94,94)(34686,34686)(30000,35000)	AgamP4_3L	32500	2	0.025902
(94,104)(34686,35975)(31000,36000)	AgamP4_3L	33500	12	0.008846
(94,111)(34686,36705)(32000,37000)	AgamP4_3L	34500	19	0.007027
(94,117)(34686,37525)(33000,38000)	AgamP4_3L	35500	25	0.007435
(94,117)(34686,37525)(34000,39000)	AgamP4_3L	36500	25	0.007435
(95,117)(35177,37525)(35000,40000)	AgamP4_3L	37500	24	0.006570
(105,117)(36069,37525)(36000,41000)	AgamP4_3L	38500	14	0.006264
(112,117)(37166,37525)(37000,42000)	AgamP4_3L	39500	7	0.008523
(118,125)(58111,58504)(54000,59000)	AgamP4_3L	56500	9	0.018046
(118,130)(58111,59906)(55000,60000)	AgamP4_3L	57500	14	0.011331
(118,134)(58111,60944)(56000,61000)	AgamP4_3L	58500	18	0.009885
(118,136)(58111,61850)(57000,62000)	AgamP4_3L	59500	20	0.010343
(118,140)(58111,62614)(58000,63000)	AgamP4_3L	60500	24	0.009644
(126,141)(59164,63645)(59000,64000)	AgamP4_3L	61500	17	0.004989
(131,148)(60039,64731)(60000,65000)	AgamP4_3L	62500	19	0.023151
(135,154)(61587,65946)(61000,66000)	AgamP4_3L	63500	21	0.021496
(137,157)(62021,66356)(62000,67000)	AgamP4_3L	64500	22	0.020518
(141,164)(63645,67829)(63000,68000)	AgamP4_3L	65500	25	0.019553
(142,167)(64109,68797)(64000,69000)	AgamP4_3L	66500	27	0.017184
(149,172)(65216,69777)(65000,70000)	AgamP4_3L	67500	25	0.011558
(155,172)(66161,69777)(66000,71000)	AgamP4_3L	68500	19	0.014313
(158,176)(67053,71968)(67000,72000)	AgamP4_3L	69500	20	0.010350
(165,198)(68410,72912)(68000,73000)	AgamP4_3L	70500	35	0.003083
