region	chr	midPos	Nsites
(3,4)(1380,1571)(1000,6000)	AgamP4_3L	3500	3	0.003199
(5,11)(9296,9986)(5000,10000)	AgamP4_3L	7500	8	0.010635
(5,14)(9296,10706)(6000,11000)	AgamP4_3L	8500	11	0.010331
(5,17)(9296,11561)(7000,12000)	AgamP4_3L	9500	14	0.008555
(5,17)(9296,11561)(8000,13000)	AgamP4_3L	10500	14	0.008555
(5,17)(9296,11561)(9000,14000)	AgamP4_3L	11500	14	0.008555
(12,17)(10253,11561)(10000,15000)	AgamP4_3L	12500	7	0.006433
(15,17)(11336,11561)(11000,16000)	AgamP4_3L	13500	4	-0.002394
(18,24)(18194,18990)(14000,19000)	AgamP4_3L	16500	8	0.011629
(18,27)(18194,19387)(15000,20000)	AgamP4_3L	17500	11	0.009125
(18,37)(18194,20953)(16000,21000)	AgamP4_3L	18500	21	0.003399
(18,60)(18194,21965)(17000,22000)	AgamP4_3L	19500	44	0.000814
(18,69)(18194,22918)(18000,23000)	AgamP4_3L	20500	53	0.002754
(25,69)(19085,22918)(19000,24000)	AgamP4_3L	21500	46	0.001759
(28,69)(20021,22918)(20000,25000)	AgamP4_3L	22500	43	0.001670
(38,69)(21049,22918)(21000,26000)	AgamP4_3L	23500	33	0.002483
(61,82)(22149,26715)(22000,27000)	AgamP4_3L	24500	23	0.007148
(70,86)(26128,27796)(23000,28000)	AgamP4_3L	25500	18	0.002374
(70,91)(26128,28820)(24000,29000)	AgamP4_3L	26500	23	0.002323
(70,93)(26128,29771)(25000,30000)	AgamP4_3L	27500	25	0.012976
(70,93)(26128,29771)(26000,31000)	AgamP4_3L	28500	25	0.012976
(83,93)(27495,29771)(27000,32000)	AgamP4_3L	29500	12	0.033054
(87,93)(28278,29771)(28000,33000)	AgamP4_3L	30500	8	0.049657
(92,93)(29174,29771)(29000,34000)	AgamP4_3L	31500	3	0.109951
(94,94)(34686,34686)(30000,35000)	AgamP4_3L	32500	2	0.003198
(94,106)(34686,35975)(31000,36000)	AgamP4_3L	33500	14	0.001454
(94,113)(34686,36758)(32000,37000)	AgamP4_3L	34500	21	0.007573
(94,120)(34686,37525)(33000,38000)	AgamP4_3L	35500	28	0.013064
(94,120)(34686,37525)(34000,39000)	AgamP4_3L	36500	28	0.013064
(95,120)(35177,37525)(35000,40000)	AgamP4_3L	37500	27	0.013564
(107,120)(36069,37525)(36000,41000)	AgamP4_3L	38500	15	0.023506
(114,120)(37165,37525)(37000,42000)	AgamP4_3L	39500	8	0.027594
(121,125)(58111,58760)(54000,59000)	AgamP4_3L	56500	6	0.070929
(121,129)(58111,59906)(55000,60000)	AgamP4_3L	57500	10	0.046611
(121,132)(58111,60858)(56000,61000)	AgamP4_3L	58500	13	0.038096
(121,135)(58111,61850)(57000,62000)	AgamP4_3L	59500	16	0.031806
(121,137)(58111,62987)(58000,63000)	AgamP4_3L	60500	18	0.029504
(126,139)(59164,63645)(59000,64000)	AgamP4_3L	61500	15	0.004911
(130,144)(60576,64667)(60000,65000)	AgamP4_3L	62500	16	0.002640
(133,147)(61442,65242)(61000,66000)	AgamP4_3L	63500	16	0.002482
(136,152)(62490,66555)(62000,67000)	AgamP4_3L	64500	18	0.001789
(138,155)(63122,67829)(63000,68000)	AgamP4_3L	65500	19	0.003321
(140,157)(64109,68797)(64000,69000)	AgamP4_3L	66500	19	0.003208
(145,160)(65238,69715)(65000,70000)	AgamP4_3L	67500	17	0.003831
(148,160)(66161,69715)(66000,71000)	AgamP4_3L	68500	14	0.003845
(153,164)(67197,71968)(67000,72000)	AgamP4_3L	69500	13	0.006005
(156,186)(68412,72912)(68000,73000)	AgamP4_3L	70500	32	0.002699
(158,203)(69530,73962)(69000,74000)	AgamP4_3L	71500	47	0.002989
(161,219)(71839,74982)(70000,75000)	AgamP4_3L	72500	60	0.003544
(161,237)(71839,75994)(71000,76000)	AgamP4_3L	73500	78	0.005187
(165,239)(72006,76889)(72000,77000)	AgamP4_3L	74500	76	0.005171
(187,242)(73002,77739)(73000,78000)	AgamP4_3L	75500	57	0.006391
(204,244)(74035,78358)(74000,79000)	AgamP4_3L	76500	42	0.007339
(220,245)(75041,79962)(75000,80000)	AgamP4_3L	77500	27	0.008819
(238,253)(76767,80881)(76000,81000)	AgamP4_3L	78500	17	0.005634
(240,253)(77045,80881)(77000,82000)	AgamP4_3L	79500	15	0.006305
(243,256)(78354,82936)(78000,83000)	AgamP4_3L	80500	15	0.021970
(245,258)(79962,83404)(79000,84000)	AgamP4_3L	81500	15	0.020934
(246,258)(80449,83404)(80000,85000)	AgamP4_3L	82500	14	0.021109
(254,258)(82026,83404)(81000,86000)	AgamP4_3L	83500	6	0.033548
(254,261)(82026,86746)(82000,87000)	AgamP4_3L	84500	9	0.027170
(257,268)(83313,87847)(83000,88000)	AgamP4_3L	85500	13	0.006279
(259,277)(86253,88901)(84000,89000)	AgamP4_3L	86500	20	0.002288
(259,291)(86253,89971)(85000,90000)	AgamP4_3L	87500	34	0.005748
(259,300)(86253,90939)(86000,91000)	AgamP4_3L	88500	43	0.005565
(262,302)(87269,91800)(87000,92000)	AgamP4_3L	89500	42	0.007327
(269,304)(88203,92395)(88000,93000)	AgamP4_3L	90500	37	0.007830
(278,310)(89058,93441)(89000,94000)	AgamP4_3L	91500	34	0.009545
(292,313)(90045,94463)(90000,95000)	AgamP4_3L	92500	23	0.009034
(301,313)(91783,94463)(91000,96000)	AgamP4_3L	93500	14	0.012041
(303,313)(92040,94463)(92000,97000)	AgamP4_3L	94500	12	0.003287
(305,316)(93276,97973)(93000,98000)	AgamP4_3L	95500	13	0.006098
(311,318)(94453,98081)(94000,99000)	AgamP4_3L	96500	9	0.008934
(314,318)(97877,98081)(95000,100000)	AgamP4_3L	97500	6	0.009684
(314,318)(97877,98081)(96000,101000)	AgamP4_3L	98500	6	0.009684
(314,320)(97877,101773)(97000,102000)	AgamP4_3L	99500	8	0.007976
(317,334)(98030,102977)(98000,103000)	AgamP4_3L	100500	19	0.006145
(319,347)(101730,103962)(99000,104000)	AgamP4_3L	101500	30	0.006651
(319,359)(101730,104796)(100000,105000)	AgamP4_3L	102500	42	0.006609
(319,370)(101730,105948)(101000,106000)	AgamP4_3L	103500	53	0.005550
(321,392)(102430,106978)(102000,107000)	AgamP4_3L	104500	73	0.002981
(335,412)(103078,107940)(103000,108000)	AgamP4_3L	105500	79	0.003384
(348,428)(104012,108901)(104000,109000)	AgamP4_3L	106500	82	0.002898
(360,439)(105333,109967)(105000,110000)	AgamP4_3L	107500	81	0.002701
(371,448)(106029,110991)(106000,111000)	AgamP4_3L	108500	79	0.002668
(393,458)(107076,111598)(107000,112000)	AgamP4_3L	109500	67	0.004305
(413,465)(108064,112963)(108000,113000)	AgamP4_3L	110500	54	0.003409
(429,470)(109006,113470)(109000,114000)	AgamP4_3L	111500	43	0.004545
(440,473)(110183,114354)(110000,115000)	AgamP4_3L	112500	35	0.008312
(449,479)(111161,115963)(111000,116000)	AgamP4_3L	113500	32	0.008186
(459,481)(112642,116713)(112000,117000)	AgamP4_3L	114500	24	0.011191
(466,483)(113067,117494)(113000,118000)	AgamP4_3L	115500	19	0.016589
(471,487)(114305,118987)(114000,119000)	AgamP4_3L	116500	18	0.011932
(474,488)(115131,119197)(115000,120000)	AgamP4_3L	117500	16	0.001796
(480,493)(116709,120622)(116000,121000)	AgamP4_3L	118500	15	0.006922
(482,494)(117155,121021)(117000,122000)	AgamP4_3L	119500	14	0.007472
(484,496)(118014,122960)(118000,123000)	AgamP4_3L	120500	14	0.003026
(488,500)(119197,123715)(119000,124000)	AgamP4_3L	121500	14	0.003809
(489,501)(120376,124321)(120000,125000)	AgamP4_3L	122500	14	0.003620
(494,505)(121021,125937)(121000,126000)	AgamP4_3L	123500	13	0.000977
(495,508)(122457,126853)(122000,127000)	AgamP4_3L	124500	15	0.004841
(497,509)(123276,127805)(123000,128000)	AgamP4_3L	125500	14	0.006136
(501,509)(124321,127805)(124000,129000)	AgamP4_3L	126500	10	0.009400
(502,510)(125765,129149)(125000,130000)	AgamP4_3L	127500	10	0.011131
(506,512)(126414,130964)(126000,131000)	AgamP4_3L	128500	8	0.006727
(509,513)(127805,131128)(127000,132000)	AgamP4_3L	129500	6	0.000020
(510,514)(129149,132079)(128000,133000)	AgamP4_3L	130500	6	-0.000798
(510,514)(129149,132079)(129000,134000)	AgamP4_3L	131500	6	-0.000798
(511,514)(130709,132079)(130000,135000)	AgamP4_3L	132500	5	-0.002703
(513,516)(131128,135906)(131000,136000)	AgamP4_3L	133500	5	-0.003316
(514,524)(132079,136966)(132000,137000)	AgamP4_3L	134500	12	-0.001364
(515,525)(135888,137497)(133000,138000)	AgamP4_3L	135500	12	-0.000397
(515,529)(135888,138936)(134000,139000)	AgamP4_3L	136500	16	0.000207
(515,530)(135888,139035)(135000,140000)	AgamP4_3L	137500	17	0.000456
(517,533)(136090,140909)(136000,141000)	AgamP4_3L	138500	18	0.012169
(525,535)(137497,141826)(137000,142000)	AgamP4_3L	139500	12	0.026888
(526,541)(138178,142340)(138000,143000)	AgamP4_3L	140500	17	0.022799
(530,567)(139035,143998)(139000,144000)	AgamP4_3L	141500	39	0.013093
(531,585)(140234,144961)(140000,145000)	AgamP4_3L	142500	56	0.012136
(534,593)(141660,145762)(141000,146000)	AgamP4_3L	143500	61	0.008947
(536,594)(142087,146271)(142000,147000)	AgamP4_3L	144500	60	0.006777
(542,598)(143206,147651)(143000,148000)	AgamP4_3L	145500	58	0.006954
(568,598)(144017,147651)(144000,149000)	AgamP4_3L	146500	32	0.007666
(586,598)(145040,147651)(145000,150000)	AgamP4_3L	147500	14	0.004566
(594,598)(146271,147651)(146000,151000)	AgamP4_3L	148500	6	0.002084
(595,598)(147262,147651)(147000,152000)	AgamP4_3L	149500	5	0.002617
(599,599)(152984,152984)(148000,153000)	AgamP4_3L	150500	2	-0.004527
(599,605)(152984,153899)(149000,154000)	AgamP4_3L	151500	8	0.008004
(599,610)(152984,154895)(150000,155000)	AgamP4_3L	152500	13	0.003785
(599,612)(152984,155163)(151000,156000)	AgamP4_3L	153500	15	0.004485
(599,615)(152984,156810)(152000,157000)	AgamP4_3L	154500	18	0.003654
(600,620)(153282,157943)(153000,158000)	AgamP4_3L	155500	22	0.017712
(606,636)(154098,158705)(154000,159000)	AgamP4_3L	156500	32	0.010294
(611,643)(155155,159657)(155000,160000)	AgamP4_3L	157500	34	0.009890
(613,648)(156506,160886)(156000,161000)	AgamP4_3L	158500	37	0.011551
(616,649)(157005,161226)(157000,162000)	AgamP4_3L	159500	35	0.012124
(621,654)(158227,162792)(158000,163000)	AgamP4_3L	160500	35	0.005086
(637,657)(159035,163601)(159000,164000)	AgamP4_3L	161500	22	0.008620
(644,661)(160073,164780)(160000,165000)	AgamP4_3L	162500	19	0.010560
(649,665)(161226,165917)(161000,166000)	AgamP4_3L	163500	18	0.012382
(650,669)(162150,166812)(162000,167000)	AgamP4_3L	164500	21	0.010659
(655,670)(163078,167873)(163000,168000)	AgamP4_3L	165500	17	0.012480
(658,672)(164248,168910)(164000,169000)	AgamP4_3L	166500	16	0.014287
(662,675)(165122,169592)(165000,170000)	AgamP4_3L	167500	15	0.013655
(666,678)(166249,170605)(166000,171000)	AgamP4_3L	168500	14	0.003198
(670,680)(167873,171589)(167000,172000)	AgamP4_3L	169500	12	0.004145
(671,685)(168527,172661)(168000,173000)	AgamP4_3L	170500	16	0.003988
(673,694)(169413,173741)(169000,174000)	AgamP4_3L	171500	23	0.002477
(676,705)(170154,174933)(170000,175000)	AgamP4_3L	172500	31	0.002804
(679,713)(171059,175898)(171000,176000)	AgamP4_3L	173500	36	0.003674
(681,716)(172055,176750)(172000,177000)	AgamP4_3L	174500	37	0.003563
(686,719)(173441,177789)(173000,178000)	AgamP4_3L	175500	35	0.003428
(695,730)(174034,178917)(174000,179000)	AgamP4_3L	176500	37	0.002532
(706,733)(175020,179990)(175000,180000)	AgamP4_3L	177500	29	0.002057
(714,743)(176612,180974)(176000,181000)	AgamP4_3L	178500	31	0.000114
(717,747)(177074,181906)(177000,182000)	AgamP4_3L	179500	32	0.000807
(720,748)(178143,182720)(178000,183000)	AgamP4_3L	180500	30	0.000615
(731,754)(179199,183791)(179000,184000)	AgamP4_3L	181500	25	0.004510
(734,756)(180036,184491)(180000,185000)	AgamP4_3L	182500	24	0.004512
(744,759)(181056,185717)(181000,186000)	AgamP4_3L	183500	17	0.013111
(748,766)(182720,186975)(182000,187000)	AgamP4_3L	184500	20	0.010838
(749,770)(183212,187741)(183000,188000)	AgamP4_3L	185500	23	0.009596
(755,773)(184486,188706)(184000,189000)	AgamP4_3L	186500	20	0.006029
(757,776)(185117,189778)(185000,190000)	AgamP4_3L	187500	21	0.006345
(760,779)(186206,190997)(186000,191000)	AgamP4_3L	188500	21	0.000336
(767,780)(187101,191873)(187000,192000)	AgamP4_3L	189500	15	-0.000514
