region	chr	midPos	Nsites
(1,2)(1489,1821)(1000,6000)	AgamP4_3L	3500	3	0.041137
(3,13)(9057,9721)(5000,10000)	AgamP4_3L	7500	12	0.017148
(3,22)(9057,10825)(6000,11000)	AgamP4_3L	8500	21	0.011546
(3,28)(9057,11793)(7000,12000)	AgamP4_3L	9500	27	0.013291
(3,28)(9057,11793)(8000,13000)	AgamP4_3L	10500	27	0.013291
(3,28)(9057,11793)(9000,14000)	AgamP4_3L	11500	27	0.013291
(14,28)(10026,11793)(10000,15000)	AgamP4_3L	12500	16	0.009635
(23,28)(11008,11793)(11000,16000)	AgamP4_3L	13500	7	0.022779
(29,34)(18386,18968)(14000,19000)	AgamP4_3L	16500	7	0.010983
(29,40)(18386,19487)(15000,20000)	AgamP4_3L	17500	13	0.009076
(29,54)(18386,20980)(16000,21000)	AgamP4_3L	18500	27	0.013372
(29,85)(18386,21965)(17000,22000)	AgamP4_3L	19500	58	0.009362
(29,103)(18386,22924)(18000,23000)	AgamP4_3L	20500	76	0.009601
(35,103)(19193,22924)(19000,24000)	AgamP4_3L	21500	70	0.009504
(41,103)(20077,22924)(20000,25000)	AgamP4_3L	22500	64	0.009686
(55,103)(21064,22924)(21000,26000)	AgamP4_3L	23500	50	0.007805
(86,120)(22028,26627)(22000,27000)	AgamP4_3L	24500	36	0.020573
(104,135)(26071,27756)(23000,28000)	AgamP4_3L	25500	33	0.021914
(104,140)(26071,28703)(24000,29000)	AgamP4_3L	26500	38	0.020265
(104,147)(26071,29718)(25000,30000)	AgamP4_3L	27500	45	0.018467
(104,147)(26071,29718)(26000,31000)	AgamP4_3L	28500	45	0.018467
(121,147)(27205,29718)(27000,32000)	AgamP4_3L	29500	28	0.010564
(136,147)(28278,29718)(28000,33000)	AgamP4_3L	30500	13	0.007957
(141,147)(29372,29718)(29000,34000)	AgamP4_3L	31500	8	0.009442
(148,158)(35174,35993)(31000,36000)	AgamP4_3L	33500	12	0.003943
(148,173)(35174,36960)(32000,37000)	AgamP4_3L	34500	27	0.004199
(148,182)(35174,37690)(33000,38000)	AgamP4_3L	35500	36	0.004538
