region	chr	midPos	Nsites
(3,9)(9296,9894)(5000,10000)	AgamP4_3L	7500	8	0.005510
(3,11)(9296,10610)(6000,11000)	AgamP4_3L	8500	10	0.006834
(3,11)(9296,10610)(7000,12000)	AgamP4_3L	9500	10	0.006834
(3,11)(9296,10610)(8000,13000)	AgamP4_3L	10500	10	0.006834
(3,11)(9296,10610)(9000,14000)	AgamP4_3L	11500	10	0.006834
(10,11)(10253,10610)(10000,15000)	AgamP4_3L	12500	3	0.008982
(12,16)(18194,18990)(14000,19000)	AgamP4_3L	16500	6	0.008509
(12,21)(18194,19487)(15000,20000)	AgamP4_3L	17500	11	0.008300
(12,29)(18194,20953)(16000,21000)	AgamP4_3L	18500	19	0.003334
(12,48)(18194,21965)(17000,22000)	AgamP4_3L	19500	38	0.000510
(12,54)(18194,22870)(18000,23000)	AgamP4_3L	20500	44	0.000793
(17,54)(19085,22870)(19000,24000)	AgamP4_3L	21500	39	0.000141
(22,54)(20399,22870)(20000,25000)	AgamP4_3L	22500	34	-0.000539
(30,54)(21049,22870)(21000,26000)	AgamP4_3L	23500	26	-0.000259
(49,65)(22149,26627)(22000,27000)	AgamP4_3L	24500	18	0.010919
(55,68)(26167,27555)(23000,28000)	AgamP4_3L	25500	15	0.012517
(55,69)(26167,28402)(24000,29000)	AgamP4_3L	26500	16	0.011897
(55,70)(26167,29771)(25000,30000)	AgamP4_3L	27500	17	0.019899
(55,70)(26167,29771)(26000,31000)	AgamP4_3L	28500	17	0.019899
(66,70)(27495,29771)(27000,32000)	AgamP4_3L	29500	6	0.036152
(69,70)(28402,29771)(28000,33000)	AgamP4_3L	30500	3	0.064324
(70,70)(29771,29771)(29000,34000)	AgamP4_3L	31500	2	0.084977
(71,71)(34686,34686)(30000,35000)	AgamP4_3L	32500	2	0.008491
(71,81)(34686,35975)(31000,36000)	AgamP4_3L	33500	12	-0.000207
(71,87)(34686,36705)(32000,37000)	AgamP4_3L	34500	18	0.012298
(71,93)(34686,37525)(33000,38000)	AgamP4_3L	35500	24	0.009991
(71,93)(34686,37525)(34000,39000)	AgamP4_3L	36500	24	0.009991
(72,93)(35177,37525)(35000,40000)	AgamP4_3L	37500	23	0.010063
(82,93)(36069,37525)(36000,41000)	AgamP4_3L	38500	13	0.018779
(88,93)(37166,37525)(37000,42000)	AgamP4_3L	39500	7	0.004414
(94,99)(58111,58986)(54000,59000)	AgamP4_3L	56500	7	0.009740
(94,103)(58111,59906)(55000,60000)	AgamP4_3L	57500	11	0.006509
(94,104)(58111,60858)(56000,61000)	AgamP4_3L	58500	12	0.006538
(94,105)(58111,61587)(57000,62000)	AgamP4_3L	59500	13	0.007683
(94,106)(58111,62490)(58000,63000)	AgamP4_3L	60500	14	0.007108
(100,108)(59164,63645)(59000,64000)	AgamP4_3L	61500	10	0.006769
(104,112)(60858,64667)(60000,65000)	AgamP4_3L	62500	10	0.008358
(105,115)(61587,65242)(61000,66000)	AgamP4_3L	63500	12	0.007296
(106,115)(62490,65242)(62000,67000)	AgamP4_3L	64500	11	0.006044
(107,119)(63007,67829)(63000,68000)	AgamP4_3L	65500	14	0.006402
(109,120)(64109,68412)(64000,69000)	AgamP4_3L	66500	13	0.005431
(113,122)(65238,69715)(65000,70000)	AgamP4_3L	67500	11	0.013973
(116,122)(67197,69715)(66000,71000)	AgamP4_3L	68500	8	0.019348
(116,126)(67197,71968)(67000,72000)	AgamP4_3L	69500	12	0.020319
(120,147)(68412,72912)(68000,73000)	AgamP4_3L	70500	29	0.011909
(121,163)(69551,73962)(69000,74000)	AgamP4_3L	71500	44	0.008830
(123,179)(71839,74982)(70000,75000)	AgamP4_3L	72500	58	0.010426
(123,196)(71839,75994)(71000,76000)	AgamP4_3L	73500	75	0.013104
(127,198)(72006,76889)(72000,77000)	AgamP4_3L	74500	73	0.012872
(148,199)(73181,77329)(73000,78000)	AgamP4_3L	75500	53	0.015260
(164,199)(74008,77329)(74000,79000)	AgamP4_3L	76500	37	0.021276
(180,200)(75041,79962)(75000,80000)	AgamP4_3L	77500	22	0.022310
(197,207)(76767,80654)(76000,81000)	AgamP4_3L	78500	12	0.010524
(199,207)(77329,80654)(77000,82000)	AgamP4_3L	79500	10	0.006942
(200,210)(79962,82936)(78000,83000)	AgamP4_3L	80500	12	0.011545
(200,212)(79962,83313)(79000,84000)	AgamP4_3L	81500	14	0.009159
(201,212)(80449,83313)(80000,85000)	AgamP4_3L	82500	13	0.010024
(208,212)(82026,83313)(81000,86000)	AgamP4_3L	83500	6	0.012467
(208,215)(82026,86746)(82000,87000)	AgamP4_3L	84500	9	0.021327
(211,219)(83231,87556)(83000,88000)	AgamP4_3L	85500	10	0.013135
(213,225)(86253,88901)(84000,89000)	AgamP4_3L	86500	14	0.007002
(213,239)(86253,89971)(85000,90000)	AgamP4_3L	87500	28	0.009407
(213,246)(86253,90939)(86000,91000)	AgamP4_3L	88500	35	0.007071
(216,249)(87272,91800)(87000,92000)	AgamP4_3L	89500	35	0.003841
(220,253)(88711,92395)(88000,93000)	AgamP4_3L	90500	35	0.004157
(226,258)(89058,93458)(89000,94000)	AgamP4_3L	91500	34	0.006427
(240,261)(90058,94463)(90000,95000)	AgamP4_3L	92500	23	0.004604
(247,261)(91025,94463)(91000,96000)	AgamP4_3L	93500	16	0.007881
(250,261)(92040,94463)(92000,97000)	AgamP4_3L	94500	13	0.007793
(254,264)(93296,97973)(93000,98000)	AgamP4_3L	95500	12	0.010071
(259,266)(94453,98081)(94000,99000)	AgamP4_3L	96500	9	0.011126
(262,266)(97877,98081)(95000,100000)	AgamP4_3L	97500	6	0.008425
