region	chr	midPos	Nsites
(1,2)(1489,1821)(1000,6000)	AgamP4_3L	3500	3	0.044257
(3,12)(9057,9691)(5000,10000)	AgamP4_3L	7500	11	0.017147
(3,23)(9057,10825)(6000,11000)	AgamP4_3L	8500	22	0.009915
(3,29)(9057,11793)(7000,12000)	AgamP4_3L	9500	28	0.010056
(3,29)(9057,11793)(8000,13000)	AgamP4_3L	10500	28	0.010056
(3,29)(9057,11793)(9000,14000)	AgamP4_3L	11500	28	0.010056
(13,29)(10026,11793)(10000,15000)	AgamP4_3L	12500	18	0.005598
(24,29)(11008,11793)(11000,16000)	AgamP4_3L	13500	7	0.010620
(30,36)(18307,18935)(14000,19000)	AgamP4_3L	16500	8	0.020903
(30,44)(18307,19491)(15000,20000)	AgamP4_3L	17500	16	0.023025
(30,59)(18307,20980)(16000,21000)	AgamP4_3L	18500	31	0.032773
(30,96)(18307,21967)(17000,22000)	AgamP4_3L	19500	68	0.016550
(30,110)(18307,22924)(18000,23000)	AgamP4_3L	20500	82	0.018222
(37,111)(19085,23132)(19000,24000)	AgamP4_3L	21500	76	0.017832
(45,111)(20077,23132)(20000,25000)	AgamP4_3L	22500	68	0.017028
(60,111)(21049,23132)(21000,26000)	AgamP4_3L	23500	53	0.010236
(97,127)(22028,26627)(22000,27000)	AgamP4_3L	24500	32	0.048373
(111,140)(23132,27756)(23000,28000)	AgamP4_3L	25500	31	0.045952
(112,144)(26071,28389)(24000,29000)	AgamP4_3L	26500	34	0.043515
(112,151)(26071,29718)(25000,30000)	AgamP4_3L	27500	41	0.042277
(112,151)(26071,29718)(26000,31000)	AgamP4_3L	28500	41	0.042277
(128,151)(27205,29718)(27000,32000)	AgamP4_3L	29500	25	0.025357
(141,151)(28278,29718)(28000,33000)	AgamP4_3L	30500	12	0.028810
(145,151)(29355,29718)(29000,34000)	AgamP4_3L	31500	8	0.036736
(152,164)(35174,35993)(31000,36000)	AgamP4_3L	33500	14	0.015179
(152,178)(35174,36960)(32000,37000)	AgamP4_3L	34500	28	0.009151
(152,187)(35174,37690)(33000,38000)	AgamP4_3L	35500	37	0.015290
(152,187)(35174,37690)(34000,39000)	AgamP4_3L	36500	37	0.015290
(152,187)(35174,37690)(35000,40000)	AgamP4_3L	37500	37	0.015290
(165,187)(36000,37690)(36000,41000)	AgamP4_3L	38500	24	0.015346
(179,187)(37011,37690)(37000,42000)	AgamP4_3L	39500	10	0.031371
(188,195)(58203,58744)(54000,59000)	AgamP4_3L	56500	9	-0.002375
(188,202)(58203,59977)(55000,60000)	AgamP4_3L	57500	16	0.000036
(188,206)(58203,60944)(56000,61000)	AgamP4_3L	58500	20	0.002605
(188,216)(58203,61918)(57000,62000)	AgamP4_3L	59500	30	0.006335
(188,225)(58203,62986)(58000,63000)	AgamP4_3L	60500	39	0.007498
(196,231)(59164,63995)(59000,64000)	AgamP4_3L	61500	37	0.011708
(203,236)(60063,64957)(60000,65000)	AgamP4_3L	62500	35	0.014185
(207,256)(61034,65968)(61000,66000)	AgamP4_3L	63500	51	0.020492
(217,266)(62021,66995)(62000,67000)	AgamP4_3L	64500	51	0.019120
(226,272)(63249,67348)(63000,68000)	AgamP4_3L	65500	48	0.018604
(232,281)(64017,68931)(64000,69000)	AgamP4_3L	66500	51	0.016647
(237,291)(65089,69842)(65000,70000)	AgamP4_3L	67500	56	0.015536
(257,294)(66024,70710)(66000,71000)	AgamP4_3L	68500	39	0.006265
(267,302)(67027,71968)(67000,72000)	AgamP4_3L	69500	37	0.007211
(273,326)(68199,72912)(68000,73000)	AgamP4_3L	70500	55	0.004120
(282,346)(69227,73962)(69000,74000)	AgamP4_3L	71500	66	0.001919
(292,369)(70482,74982)(70000,75000)	AgamP4_3L	72500	79	0.001260
(295,390)(71121,75994)(71000,76000)	AgamP4_3L	73500	97	0.000463
(303,401)(72006,76947)(72000,77000)	AgamP4_3L	74500	100	0.004029
(327,411)(73116,77978)(73000,78000)	AgamP4_3L	75500	86	0.006169
(347,415)(74035,78995)(74000,79000)	AgamP4_3L	76500	70	0.008236
(370,422)(75041,79962)(75000,80000)	AgamP4_3L	77500	54	0.010461
(391,437)(76116,80654)(76000,81000)	AgamP4_3L	78500	48	0.016208
(402,439)(77072,81347)(77000,82000)	AgamP4_3L	79500	39	0.009159
(412,446)(78248,82996)(78000,83000)	AgamP4_3L	80500	36	0.007591
(416,448)(79429,83315)(79000,84000)	AgamP4_3L	81500	34	0.007721
(423,452)(80187,84808)(80000,85000)	AgamP4_3L	82500	31	0.008868
(438,460)(81082,85934)(81000,86000)	AgamP4_3L	83500	24	0.007757
